title,description,source,publishedAt,url,topic
Author Correction: Leveraging complex network features improves vaccine stance classification,Scientific Reports - Author Correction: Leveraging complex network features improves vaccine stance classification,Nature.com,2026-03-12 00:00:00+00:00,https://www.nature.com/articles/s41598-026-42669-8,health
Tag1 Insights: Building the Governance Layer: Tag1 Joins the Drupal AI Initiative,"Take Away

 
 
 

 

 
 
 
Tag1 has joined the Drupal AI Initiative as a Certified Gold Partner and Maker. We’re starting by extending Workspaces, Drupal's enterprise content governance layer, so that AI agents operate under the same staging, review, and r…",Tag1.com,2026-03-12 00:00:00+00:00,https://www.tag1.com/blog/tag1-joins-drupal-ai-initiative/,technology
Meta buying social network for AI bots Moltbook should worry anyone who still hopes social media is for people,"Meta’s purchase of Moltbook, a social network built for AI agents, suggests the internet may soon contain even more bots talking to each other.",TechRadar,2026-03-12 00:00:00+00:00,https://www.techradar.com/ai-platforms-assistants/meta-buying-social-network-for-ai-bots-moltbook-should-worry-anyone-who-still-hopes-social-media-is-for-people,technology
A clinical environment simulator for dynamic AI evaluation,"The authors propose a framework for clinical AI evaluation within simulated digital hospital environments that capture the evolving constraints, and cascading effects, of clinical decisions.",Nature.com,2026-03-12 00:00:00+00:00,https://www.nature.com/articles/s41591-026-04252-6,technology
"LG 77"" G5 OLED evo AI UHD 4K Smart TV $3988 + Delivery @ Retravision",Cheapest i have ever seen. Link is below https://www.retravision.com.au/lg-77inch-g5-oled-evo-ai-uhd-… All other retailers currently have it on sale for roughly $4900,Ozbargain.com.au,2026-03-11 23:56:48+00:00,https://www.ozbargain.com.au/node/951418,technology
"Pegatron predicts AI server revenue to soar tenfold, driving quarterly gains in 2026","Pegatron stated during its earnings call on March 11 that its artificial intelligence (AI) server business will grow tenfold in 2026, continuing the shipment momentum from 2025 and pushing overall operations to rise quarter by quarter. The company expressed c…",Digitimes,2026-03-11 23:56:01+00:00,https://www.digitimes.com/news/a20260311PD240/pegatron-ai-server-2026-revenue-growth.html,technology
"U.S. military is using AI to help plan Iran air attacks, sources say, as lawmakers call for oversight (NBC News)","NBC News:
U.S. military is using AI to help plan Iran air attacks, sources say, as lawmakers call for oversight  —  Anthropic's Claude AI systems have become a crucial tool for the military despite the company's clashes with the Defense Department.  — ADD NBC…",Memeorandum.com,2026-03-11 23:55:01+00:00,https://www.memeorandum.com/260311/p137,technology
"Aplex warns shipment delays cut February revenue, eyes clearer market by 2Q26","Aplex Technology said Lunar New Year holiday-related reductions in working days delayed some shipments and hurt industrial PC revenue in February 2026, while follow-up orders remained stable and the company was positive about operations in the first quarter o…",Digitimes,2026-03-11 23:53:31+00:00,https://www.digitimes.com/news/a20260310PD230/aplex-technology-revenue-industrial-market-2026.html,business
AI Server tracker: Taiwan optical module and BMC suppliers gain despite fewer February working days on AI server demand,"Taiwanese suppliers in the AI hardware supply chain reported varied results in February, with several optical module and server component makers posting year-over-year growth, while some case makers saw weaker month-to-month sales due to seasonal factors.",Digitimes,2026-03-11 23:52:47+00:00,https://www.digitimes.com/news/a20260311VL215/taiwan-monthly-tracker-ai-server-bmc-hardware-revenue-supply-chain.html,technology
Three-headed QB battle set to define spring football for USD,"Mar. 11—VERMILLION, S.D. — For the first time in four seasons, the most important position on the field for the University of South Dakota football team is wide open. As spring practices approach next week, the Coyotes enter unfamiliar territory following the…",Yahoo Entertainment,2026-03-11 23:51:00+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1e2bb726-1262-4f81-96bd-5892ca3dea53,sports
ai-sub 2.3.0,AI-Powered Subtitle Generation with Translation,Pypi.org,2026-03-11 23:50:41+00:00,https://pypi.org/project/ai-sub/2.3.0/,technology
Energy Sec Chris Wright's accidental post causes chaos in the market,"Energy Secretary Chris Wright's accidental post about Navy tanker escorts triggered a dramatic oil market collapse Tuesday, erasing $84 million in market value within minutes. The tweet claimed the U.S. Navy was escorting tankers through the Strait of Hormuz,…",Raw Story,2026-03-11 23:50:02+00:00,https://www.rawstory.com/chris-wright-2676083695/,business
What it takes to succeed with AI,"With research showing the use of AI may temporarily reduce productivity, Cloudera’s Vini Cardoso urges businesses to adopt an organisation-wide platform approach driven by measurable value and trusted data",ComputerWeekly.com,2026-03-11 23:49:00+00:00,https://www.computerweekly.com/news/366639906/What-it-takes-to-succeed-with-AI,technology
"Defense One Radio, Ep. 205: New heat science and the future of soldiering",An Army researcher unpacks new initiatives to expand research into human performance.,Defense One,2026-03-11 23:48:41+00:00,https://www.defenseone.com/technology/2026/03/defense-one-radio-ep-205-new-heat-science-and-future-soldiering/412053/,science
Daxin expands capacity to meet rising semiconductor material demand,"Daxin, a key player in semiconductor materials, has seen rapid growth in recent years. Currently, wafer process materials account for a larger share of revenue than advanced packaging materials, and both segments are expected to continue expanding.",Digitimes,2026-03-11 23:47:40+00:00,https://www.digitimes.com/news/a20260310PD234/daxin-materials-demand-capacity-revenue.html,technology
Elan and DSME collaborate on RF front-end chips to target LEO satellite market,"The global low-Earth orbit (LEO) satellite market is entering a period of explosive growth, with market estimates projecting an increase from US$15 billion in 2024 to US$108 billion by 2035. Given this optimistic outlook, Elan Technology has teamed up with it…",Digitimes,2026-03-11 23:46:03+00:00,https://www.digitimes.com/news/a20260311PD212/elan-leo-satellite-communications-chips.html,business
AI demand tightens supply of high-end MLCCs; Nichidenbo sees limited US-Iran impact on tantalum capacitors,"Managing director Yao-Kuo Yu of Nichidenbo, a passive component distributor, stated that the AI industry's growing demand for passive components continues to tighten supplies of high-end multilayer ceramic capacitors (MLCCs) and tantalum capacitors, with tant…",Digitimes,2026-03-11 23:45:41+00:00,https://www.digitimes.com/news/a20260311PD208/ndb-demand-high-end-passive-price.html,technology
Atlassian says it's laying off 10% of its global workforce and attributes the cut to the 'AI era',"Atlassian said on Wednesday that it's cutting about 1,600 jobs as the company restructures to focus on enterprise growth and the 'AI era.'",Business Insider,2026-03-11 23:42:45+00:00,https://www.businessinsider.com/atlassian-layoff-global-workforce-attributes-it-to-the-ai-era-2026-3,technology
"AI Chatbots Are Making People All Think the Same, Study Says","A new paper argues that humans are losing varied ways of thinking due to the use of chatbots, and that's concerning.",CNET,2026-03-11 23:41:03+00:00,https://www.cnet.com/science/ai-chatbots-are-making-people-all-think-the-same/,technology
"Atlassian to shed ten percent of staff, because AI","Company is ‘reshaping our skill mix’ amid long share price slide and SaaSpocalypse whispers
Australian collaborationware company Atlassian has announced it will shed ten percent of staff – around 1,600 people.…",Theregister.com,2026-03-11 23:37:27+00:00,https://www.theregister.com/2026/03/11/atlassian_layoffs/,technology
ai-habits 0.2.6,"ESLint for your AI assistant usage — scan conversation history, find patterns, generate fixes",Pypi.org,2026-03-11 23:37:24+00:00,https://pypi.org/project/ai-habits/0.2.6/,technology
ai-habits 0.2.5,"ESLint for your AI assistant usage — scan conversation history, find patterns, generate fixes",Pypi.org,2026-03-11 23:35:10+00:00,https://pypi.org/project/ai-habits/0.2.5/,technology
AI 'actor' Tilly Norwood put out the worst song I've ever heard | TechCrunch,"This song is an AI actor's rallying cry to other AI actors, urging them to keep going despite the naysayers who doubt their humanity. Literally no one can relate to this.",TechCrunch,2026-03-11 23:35:03+00:00,https://techcrunch.com/2026/03/11/ai-actor-tilly-norwood-put-out-the-worst-song-ive-ever-heard/,technology
Iranian sports minister: Under no circumstances can we participate in the World Cup,"Iran's Sports Minister cited the assassination of Supreme Leader Ali Khameini and the casualties from the current and previous Iran war, which 'killed and martyred thousands of our people', as preventing Iran from taking part",Haaretz,2026-03-11 23:31:57+00:00,https://www.haaretz.com/middle-east-news/iran/2026-03-12/ty-article/iranian-sports-minister-under-no-circumstances-can-we-participate-in-world-cup/0000019c-dd99-d24b-a5df-dfd9f7b10000,sports
California High School Football: Servite announces 2026 slate,"High school football schedules for the 2026 season are coming out one-by-one out of every state around the country and one that is a breeding ground for college prospects is California, with a number of squads finalizing their fall slates. Following up the ea…",On3.com,2026-03-11 23:31:18+00:00,https://www.on3.com/high-school/news/california-high-school-football-servite-announces-2026-slate/,sports
ai-habits 0.2.4,"ESLint for your AI assistant usage — scan conversation history, find patterns, generate fixes",Pypi.org,2026-03-11 23:31:14+00:00,https://pypi.org/project/ai-habits/0.2.4/,technology
ai-habits 0.2.3,"ESLint for your AI assistant usage — scan conversation history, find patterns, generate fixes",Pypi.org,2026-03-11 23:29:53+00:00,https://pypi.org/project/ai-habits/0.2.3/,technology
Meta debuts internally developed AI chips for inference workloads,"Meta Platforms Inc. today revealed that it has designed foour custom chips to power its internal artificial intelligence workloads. The company last provided an update about its processor development efforts in 2024. In April of that year, it revealed a custo…",SiliconANGLE News,2026-03-11 23:25:56+00:00,https://siliconangle.com/2026/03/11/meta-debuts-internally-developed-ai-chips-inference-workloads/,technology
ai-habits 0.2.2,"ESLint for your AI assistant usage — scan conversation history, find patterns, generate fixes",Pypi.org,2026-03-11 23:25:39+00:00,https://pypi.org/project/ai-habits/0.2.2/,technology
Prosecutors Say Ex-NFL Player Used AI to Craft Murder Alibi,A former NFL first-round pick is accused of killing his girlfriend and turning to artificial intelligence for help afterward. Prosecutors in Tennessee say ex-linebacker Darron Lee used ChatGPT to craft an alibi before calling 911 about the death of 29-year-ol…,Newser,2026-03-11 23:25:00+00:00,https://www.newser.com/story/385242/prosecutors-say-ex-nfl-player-used-ai-to-craft-murder-alibi.html,technology
"Rising number of scams now use AI, Toronto police warn","A growing number of scammers and fraudsters are using artificial intelligence (AI) to quickly gather personal information that they later “weaponize” in targeted scams, Toronto police are warning.",CBC News,2026-03-11 23:24:00+00:00,https://www.cbc.ca/news/canada/toronto/toronto-police-fraud-scams-ai-9.7124459,technology
Australian sports presenter Mel McLaughlin reveals cancer diagnosis,"Australian sports presenter Mel Mclaughlin says she has had treatment for lung cancer, after being absent from TV screens since January.",ABC News (AU),2026-03-11 23:22:42+00:00,https://www.abc.net.au/news/2026-03-12/sports-presenter-mel-mclaughlin-lung-cancer-diagnosis/106444776,sports
SEC and CFTC sign agreement to coordinate crypto and market oversight,"SEC and CFTC sign agreement to coordinate regulation, clarify crypto oversight, and reduce duplicative rules across US financial markets.
The post SEC and CFTC sign agreement to coordinate crypto and market oversight appeared first on Crypto Briefing.",Crypto Briefing,2026-03-11 23:21:08+00:00,https://cryptobriefing.com/sec-cftc-crypto-oversight-agreement/,business
Meidas Health Urgent Warning About Trump's Surgeon General Pick,Meidas Health Urgent Warning About Trump's Surgeon General Pickmeidasplus.com,Meidasplus.com,2026-03-11 23:17:43+00:00,https://www.meidasplus.com/p/meidas-health-urgent-warning-about,health
A Lovely Gray Day on the Windswept Plains: A HUSKERS SPRING FOOTBALL Photo Gallery,The Huskers press got to spend a quick brunch with team as spring practice works through its second week.,Corn Nation,2026-03-11 23:16:07+00:00,https://www.cornnation.com/football/93716/a-lovely-gray-day-on-the-windswept-plains-a-huskers-spring-football-photo-gallery,sports
Amazon Expands Health AI Access for Virtual Health Care,"If you're an Amazon member with health questions, this chatbot may have answers for you.",CNET,2026-03-11 23:12:01+00:00,https://www.cnet.com/tech/amazon-expands-health-ai-access-for-amazon-users-looking-to-receive-virtual-healthcare/,health
How AI is helping improve heart health in rural Australia,A doctor is sitting across a desk from a patient. The doctor is holding a tablet and a pen. Medical charts renderings are in the background.,Blog.google,2026-03-11 23:08:45+00:00,https://blog.google/innovation-and-ai/technology/health/google-ai-heart-health-australia/,health
Jim Cramer says these 3 stock market themes could work if the oil shock eases,"Once the dust clears, the ""Mad Money"" host said investors could look to AI data centers, memory chips, and discount retailers.",CNBC,2026-03-11 23:01:49+00:00,https://www.cnbc.com/2026/03/11/jim-cramer-says-these-3-stock-market-themes-could-work-if-the-oil-shock-eases.html,business
How to master a new health care leadership role [PODCAST],"Intensivist Cristin Mount and business operations lead Steve Lettrich from All Levels Leadership discuss their article ""A 6-step framework for new health care leaders."" The authors address the common challenge where clinicians step into leadership roles with …",Kevinmd.com,2026-03-11 23:00:32+00:00,https://kevinmd.com/2026/03/how-to-master-a-new-health-care-leadership-role-podcast.html,health
"Minor League, Major Damage: Pitcher Says White Sox Covid Vaccine Mandate Destroyed His Future","Isaiah Carranza filed a federal lawsuit alleging the team coerced him into receiving the Pfizer covid vaccine and that he later developed a permanent autonomic nervous system disorder
The post Minor League, Major Damage: Pitcher Says White Sox Covid Vaccine M…",Legalinsurrection.com,2026-03-11 23:00:09+00:00,https://legalinsurrection.com/2026/03/minor-league-major-damage-pitcher-says-white-sox-covid-vaccine-mandate-destroyed-his-future/,health
Report: RFK Jr.’s anti-vaccine agenda curbed as GOP realizes it's unpopular,"Meanwhile, Kennedy's allies want all vaccine recommendations eliminated.",Slashdot.org,2026-03-11 22:53:08+00:00,https://slashdot.org/firehose.pl?op=view&amp;id=180955782,health
"Stock market today: Dow, S&P 500, Nasdaq futures fall, oil surges as Middle East conflict escalates",,Yahoo Entertainment,2026-03-11 22:46:27+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e15cd256-6d36-43d7-b607-08a4d2f1f001,business
"First Light outlines gaps in Indigenous health care, highlighting proposed clinic - NTV: Newfoundland and Labrador's Most Trusted News Source","A new report by First Light has found gaps in urban Indigenous primary care, are costing this provinces health care system almost $4 million dollars each year. As NTV’s Beth Penney tells us, the organization says, they are creating a path forward.  Related Ar…",NTV News,2026-03-11 22:32:51+00:00,https://ntv.ca/news/first-light-outlines-gaps-in-indigenous-health-care-highlighting-proposed-clinic/,health
There are lessons to be learned from the Maxx Crosby trade misadventure - NBC Sports,There are lessons to be learned from the Maxx Crosby trade misadventureNBC Sports Sources: Ravens nixed trade for Crosby due to medical concernsESPN Maxx Crosby’s wife reacts to Ravens trade fallout with three-word messageFox News Maxx Crosby fallout: What's …,Slashdot.org,2026-03-11 22:32:12+00:00,https://slashdot.org/firehose.pl?op=view&amp;id=180955684,sports
Iowa football set to hire Jay Norvell as running backs coach,The Hawkeyes are in the process of turning to a familiar name to lead their running backs room after the departure of Omar Young to the NFL.,Hawk Central,2026-03-11 22:29:17+00:00,https://www.hawkcentral.com/story/sports/college/iowa/football/2026/03/11/iowa-football-running-backs-coach-jay-norvell-kirk-ferentz/89073595007/,sports
Kickboxer Pulls Car with His Testicles to Promote Mental Health,A kickboxer in Britain pulled a car with just his testicles in an attempt to raise awareness about men’s mental health.,Breitbart News,2026-03-11 22:28:54+00:00,https://www.breitbart.com/sports/2026/03/11/watch-kickboxer-pulls-car-with-his-testicles-to-promote-mental-health-my-plums-turned-purple/,health
"Cameroon : LECUDO-USA, Partners Launch Three-Day Free Health Campaign in Fontem","By Boris Esono Nwenfor & Ngunyi Sionita Nwohtazie LEBIALEM, PAV – Inhabitants of Fontem and neighbouring communities in Lebialem Division are receiving much-needed specialised medical care through a three-day free health campaign currently underway at Mary He…",Panafricanvisions.com,2026-03-11 22:28:39+00:00,https://panafricanvisions.com/2026/03/cameroon-lecudo-usa-partners-launch-three-day-free-health-campaign-in-fontem/,health
"Chris Partridge, former North Jersey football coach, sues University of Michigan","Chris Partridge is suing the University of Michigan, his former employer as an assistant football coach, for wrongful termination.",NorthJersey.com,2026-03-11 22:27:43+00:00,https://www.northjersey.com/story/sports/college/football/2026/03/11/chris-partridge-sues-university-of-michigan-paramus-catholic-coach-nj/89107992007/,sports
PayPay Eyes Lower IPO Price Amid Market Turbulence,"Japanese digital wallet provider PayPay plans to price its U.S. initial public offering at $16 per share, lower than its marketed range of $17 to $20, Bloomberg reported Wednesday (March 11), citing unnamed sources. At $16 per share, PayPay would raise $880 m…",pymnts.com,2026-03-11 22:23:05+00:00,https://www.pymnts.com/news/ipo/2026/paypay-eyes-lower-ipo-price-amid-market-turbulence/,business
"Vanderbilt releases renderings for new football center, soccer and lacrosse complex",Vanderbilt released renderings for a new football experience center and a soccer and lacrosse complex.,Tennessean,2026-03-11 22:15:42+00:00,https://www.tennessean.com/story/sports/college/vanderbilt/2026/03/11/vanderbilt-football-experience-center-renderings-soccer-lacrosse-complex/89107542007/,sports
Stock market today: Live updates,Investors remained wary of the impact of the U.S.-Iran war on oil prices throughout the day.,CNBC,2026-03-11 22:13:29+00:00,https://www.cnbc.com/2026/03/11/stock-market-today-live-updates.html,business
U.S. Hockey Star Haley Winn Praises Olympics for ‘Putting Eyes’ on the PWHL: ‘Sold Out Right Away’ (Exclusive),"Haley Winn made her Olympic debut with Team USA at the 2026 Milan Games, where she contributed to the gold medal victory over Canada in overtime on Feb. 19",PEOPLE,2026-03-11 22:09:43+00:00,https://people.com/haley-winn-praises-olympics-putting-eyes-on-women-hockey-league-exclusive-11923889,sports
Albury Wodonga Health: Staff pass unanimous no-confidence motion,Albury Wodonga Health: Staff pass unanimous no-confidence motionbordermail.com.au,Bordermail.com.au,2026-03-11 22:08:03+00:00,https://www.bordermail.com.au/story/9196275/albury-wodonga-health-staff-pass-unanimous-no-confidence-motion/,health
DNA evidence that helped put Allan Legere behind bars was 'novel science' for Canada,"Use of DNA evidence against the 'Monster of the Miramichi' set important legal precedent for decades to come, according to one expert.",CBC News,2026-03-11 22:07:50+00:00,https://www.cbc.ca/news/canada/new-brunswick/dna-evidence-allan-legere-9.7124398,science
‘Medical conscience’ bills would let providers refuse more health care,"Legislation in at least eight states would expand the rights of doctors, nurses, hospitals and even insurance companies to refuse to provide or pay for care — from contraception and fertility  …",Republicmonitor.com,2026-03-11 22:06:27+00:00,"https://republicmonitor.com/stories/medical-conscience-bills-would-let-providers-refuse-more-health-care,174371",health
Psyllium Husk For Gut Health? GI Doctor Reacts!,Psyllium Husk For Gut Health? GI Doctor Reacts!youtube.com,YouTube,2026-03-11 22:00:59+00:00,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DyHE5_4wCvnY,health
UVa Health creates new chief medical officer role,Dr. Reid Adams has been named UVa Health's inaugural chief medical officer. The scandal-rocked health system says he will help organize resources around patients and families.,The Daily Progress,2026-03-11 22:00:00+00:00,https://dailyprogress.com/news/local/education/higher-education/uva/article_50899527-d3ba-4c13-9b90-36ef058fa9aa.html,health
This Under-$500 Kitchen Makeover Brightens a Dark Brown Space,"“I wanted something brighter, more colorful, and more personal,” the homeowner says. 
READ MORE...",Apartment Therapy,2026-03-11 22:00:00+00:00,https://www.apartmenttherapy.com/blue-white-yellow-kitchen-makeover-500-dollars-ba-2-37541079,science
"Hidden Wounds Receives $50,000 Donation from Philip Morris International U.S. to Expand Rapid Mental-Health Stabilization for Veterans","Funding supports lifesaving crisis stabilization, suicide prevention, peer support, and essential services for South Carolina’s at-risk veterans SUMTER, S.C., March 9, 2026 — Hidden Wounds, a South Carolina-based nonprofit providing immediate mental-health st…",Soldiersystems.net,2026-03-11 22:00:00+00:00,https://soldiersystems.net/2026/03/11/hidden-wounds-receives-50000-donation-from-philip-morris-international-u-s-to-expand-rapid-mental-health-stabilization-for-veterans/,health
Fanatics release full participant list filled with NFL stars for Tom Brady-backed Flag Football Classic,"Fanatics officially announced its full participant list for their inaugural Flag Football Classic, including Tom Brady, Jayden Daniels, Jalen Hurts and many more NFL stars.",Fox News,2026-03-11 21:55:00+00:00,https://www.foxnews.com/sports/fanatics-release-full-participant-list-filled-nfl-stars-tom-brady-backed-flag-football-classic,sports
"NZ Cricket Players Association chief executive Heath Mills resigns, on eve of major NZ Cricket T20 decision",Cricket Players Association chief executive Heath Mills is stepping down.,New Zealand Herald,2026-03-11 21:54:24+00:00,https://www.nzherald.co.nz/sport/cricket/cricket-players-association-boss-heath-mills-resigns-on-eve-of-major-nz-cricket-t20-decision/premium/LYYN4TGKCFCA3NEQDKSNQC6N3Y/,sports
Global Minimally Invasive Surgical Devices Market to Witness Upsurge in Growth at a CAGR of ~7% by 2034 | DelveInsight,"The minimally invasive surgical devices market is witnessing significant growth driven by the rising preference for procedures that reduce hospital stays, minimize surgical trauma, and enable faster patient recovery. The increasing prevalence of chronic disea…",PR Newswire UK,2026-03-11 21:46:00+00:00,https://www.prnewswire.co.uk/news-releases/global-minimally-invasive-surgical-devices-market-to-witness-upsurge-in-growth-at-a-cagr-of-7-by-2034--delveinsight-302710492.html,business
"Half of the US foldable market belongs to one brand, and it’s not Samsung",Motorola has been quietly crushing it on the foldable front.,Android Authority,2026-03-11 21:45:54+00:00,https://www.androidauthority.com/motorola-foldable-market-share-3648522/,business
Union fears for up to 150 research jobs at Trinity College Dublin after funding lost,University says impact of Research Ireland funding loss still being assessed,The Irish Times,2026-03-11 21:41:49+00:00,https://www.irishtimes.com/ireland/education/2026/03/11/union-fears-for-up-to-150-research-jobs-at-trinity-college-dublin-after-funding-lost/,science
Iran’s sports minister says his country can’t take part in World Cup because of US attacks,"Iran’s sports and youth minister said it's “not possible” for the country to take part in the World Cup after the United States killed its supreme leader, Ayatollah Ali Khamenei, in its ongoing war. Iran was expected to take part in the World Cup that will be…",Japan Today,2026-03-11 21:39:50+00:00,https://japantoday.com/category/sports/iran%E2%80%99s-sports-minister-says-the-country-can%E2%80%99t-take-part-in-the-world-cup-because-of-us-attacks,sports
NFL Free Agency Fantasy Football Fallout: How offseason moves will impact 2026 draft landscape,"We’ve rounded up our all our NFL free agency analysis, so you can catch up on the most relevant fantasy developments.",Yahoo Entertainment,2026-03-11 21:39:25+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_729310a9-36cc-490c-a7bf-5492e3a1caeb,sports
Woman with Stage 4 cancer has 'no evidence of disease' after life-changing transplant,,Yahoo Entertainment,2026-03-11 21:33:26+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6f2dcd6b-3bc8-4a05-a195-d1945adb8a8a,health
Bipolar Depression Market Expected to Witness Accelerated Expansion During the Forecast Period (2026-2036) Amid Advancements in Psychiatric Therapies | DelveInsight,"The bipolar depression market is anticipated to increase during the forecast period (2026–2036), owing to the rise in the launch of emerging therapies such as Azetukalner (Xenon Pharmaceuticals), Elunetirom (ABX-002) (Autobahn Therapeutics), ABBV-932 and Ical…",PR Newswire UK,2026-03-11 21:31:00+00:00,https://www.prnewswire.co.uk/news-releases/bipolar-depression-market-expected-to-witness-accelerated-expansion-during-the-forecast-period-20262036-amid-advancements-in-psychiatric-therapies--delveinsight-302710471.html,business
WATCH: Woman with cancer has ‘no evidence of disease’ after life-changing transplant,Amy Piccioli was diagnosed with stage 4 colorectal cancer at the age of 39.,Abcnews.com,2026-03-11 21:25:25+00:00,https://abcnews.com/video/130982659/,health
Rob Gronkowski calls out Logan Paul for potential fight at upcoming flag football game: 'I'll whoop his a--',"Rob Gronkowski called out Logan Paul for backing out of his celebrity boxing match, promising to ""whoop his a--"" if he wanted to tussle at an upcoming event.",Fox News,2026-03-11 21:24:48+00:00,https://www.foxnews.com/sports/rob-gronkowski-calls-out-logan-paul-potential-fight-upcoming-flag-football-game-ill-whoop-his-a,sports
"A recent Pixel Watch update just broke a vital health feature, but a fix is coming","If you are waking up to missing data in your morning summary, here is what you need to know.",PhoneArena,2026-03-11 21:22:19+00:00,https://www.phonearena.com/news/a-recent-pixel-watch-update-just-broke-a-vital-health-feature-but-a-fix-is-coming_id178865,health
"5 Fruits You Should Be Eating for Better Gut Health, According to a Gastroenterologist",Plus recipes to enjoy the recommended high-fiber produce.,Eatingwell.com,2026-03-11 21:21:40+00:00,https://www.eatingwell.com/fruits-for-better-gut-health-11924355,health
"Living Well with Dr. Sarah Rahal, Founder and CEO of ARMRA: On Resilience, Colostrum, and the Foundations of Health","Dr. Sarah Rahal began her career inside traditional medicine, training as a double board-certified pediatric neurologist and working at the forefront of complex neurological care. But over time, her focus widened. Chronic illness was rising. Resilience felt h…",thechalkboardmag.com,2026-03-11 21:20:14+00:00,https://thechalkboardmag.com/living-well-dr-sarah-rahal-armra/,health
Old NASA science satellite plunges back to Earth,Old NASA science satellite plunges back to Earthclickondetroit.com,WDIV ClickOnDetroit,2026-03-11 21:13:51+00:00,https://www.clickondetroit.com/tech/2026/03/11/old-nasa-science-satellite-plunges-back-to-earth/,science
Old NASA science satellite plunges back to Earth,An old NASA science satellite is no more,Abcnews.com,2026-03-11 21:11:03+00:00,https://abcnews.com/Technology/wireStory/nasa-science-satellite-plunges-back-earth-130982050,science
Actor-Turned-Director Will Ropp on Tackling Mental Health Issues in ‘Brian’: ‘The Comedy and Tragedy Is All Mixed Up in a Smorgasbord’,"Will Ropp has something to confess to: He borrowed his friend’s password to log onto The Black List. The actor-turned-director had already had the backing from production collective Act 4 Artists to make his feature film directorial debut, but he needed to fi…",Variety,2026-03-11 21:09:03+00:00,https://variety.com/2026/film/columns/will-ropp-mental-health-issues-brian-comedy-sxsw-1236684981/,health
Why dismantling the nation’s atmospheric research backbone would be a costly mistake,"Coauthored by Zachary Decker The Trump Administration has a record of disregard for programs that support human life, safety, and public health. Now, it is targeting a research center that everything from our military to the insurance industry to our electric…",Environmental Defense Fund,2026-03-11 21:02:29+00:00,https://blogs.edf.org/climate411/2026/03/11/why-dismantling-the-nations-atmospheric-research-backbone-would-be-a-costly-mistake/,science
"After Capitulation, Bitcoin Market Losses Ease — Yet Selling At A Loss Continues","With a brief bounce, the price of Bitcoin is now back above the key $70,000 level, showing signs of bullish traction once again. As a result, BTC appears to be showing early indications of stabilization following a wave of capitulation sweeping through the en…",Bitcoinist,2026-03-11 21:00:54+00:00,https://bitcoinist.com/aftermath-of-bitcoin-capitulation/,business
 The football world in awe at Valverde’s legendary feat ,"Unbelievable stuff.This Wednesday, Real Madrid hosts Manchester City in the second leg of the Champions League Round of 16. Decimated, missing Kylian Mbappé, Jude Bellingham, and Rodrygo, Real Madrid...",Yahoo Entertainment,2026-03-11 20:56:00+00:00,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_31087f44-d5d5-4fc6-9eec-5e80e4281f27,sports
Whomp! - Deep Space Opine,"A depressed, portly, hirsute anime fan stumbles through life in the ever-pursuit of  chicken nuggets and other life-shortening indulgences.",Whompcomic.com,2026-03-11 20:45:50+00:00,https://www.whompcomic.com/comic/deep-space-opine,science
Florida High School Football: Fernandina Beach announces 2026 schedule,"In 2025, Fernandina Beach football took a giant stride forward, finishing with a 7-6 record. It’s the first time since 2008 that the Pirates finished a season with a winning record. With some momentum in-hand, the Florida high school program will look to take…",On3.com,2026-03-11 20:41:53+00:00,https://www.on3.com/high-school/news/florida-high-school-football-fernandina-beach-announces-2026-schedule/,sports
EA App PC Game Sale: Battlefield 2042 $3; Lost in Random $4.49; Need for Speed Unbound $7; Dead Space (2023) $9 & More (5 replies),"EA App [ea.com] has Select Digital PC Games on sale for the prices below.

Available Games:Amazing Adventures The Lost Tomb [ea.com] $0.99
Battlefield 2042 [ea.com] $2.99
Battlefield V [ea.com] $1.99",Slickdeals.net,2026-03-11 20:38:34+00:00,https://slickdeals.net/f/19295910-ea-app-pc-game-sale-battlefield-2042-3-lost-in-random-4-49-need-for-speed-unbound-7-dead-space-2023-9-more,science
"Connect to Congress: Capito discusses Iran conflict, shutdown and rural health care","Connect to Congress: Capito discusses Iran conflict, shutdown and rural health carewchstv.com",WCHS-TV8,2026-03-11 20:36:24+00:00,https://wchstv.com/news/connect-to-congress/connect-to-congress-capito-discusses-iran-conflict-shutdown-and-rural-health-care,health
Saunas' health benefits draw enthusiasts and researchers,"Saunas are having a moment right now, thanks to a surge of interest in wellness. Enthusiasts cite a range of health benefits. Research shows it's not just hype.",NPR,2026-03-11 20:34:55+00:00,https://www.npr.org/2026/03/11/nx-s1-5719269/saunas-health-benefits-draw-enthusiasts-and-researchers,health
Poilievre to travel to U.S. to 'fight for tariff-free access' to American market,Conservative Leader Pierre Poileivre travels to the U.S. this week to advocate for tariff-free trade for Canadian businesses and workers.,National Post,2026-03-11 20:32:02+00:00,https://nationalpost.com/news/canada/poilievre-to-travel-to-u-s-to-fight-for-tariff-free-access-to-american-market,business
